"","agency_code","id","surv_year","collection_date","site_code","species_display_name","sex_type","trap_acronym","num_count","test_target_acronym","test_method_name","test_status_name","agency_id","pool_longitude","pool_latitude"
"152","AGENCY",506021,2015,2015-07-13,124961,"Cx pipiens","female","GRVD",24,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.264636750885,38.8125269454667
"153","AGENCY",530949,2015,2015-10-02,113952,"Cx pipiens","female","GRVD",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.296812988126,38.7559165855298
"154","AGENCY",491347,2015,2015-05-30,232983,"Cx tarsalis","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.190758928687,38.737299979834
"155","AGENCY",512830,2015,2015-08-03,212993,"Cx pipiens","female","GRVD",3,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.342305797131,38.774283506583
"156","AGENCY",503863,2015,2015-07-06,124961,"Cx pipiens","female","CO2",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.313816161266,38.817987261767
"157","AGENCY",501456,2015,2015-07-03,232987,"Cx pipiens","female","GRVD",9,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.213801220384,38.8259447127778
"158","AGENCY",526638,2015,2015-09-18,233964,"Cx pipiens","female","CO2",13,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.208420192922,38.7927584558232
"159","AGENCY",514402,2015,2015-08-07,201957,"Cx tarsalis","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.063136770221,38.7477943907746
"160","AGENCY",492101,2015,2015-06-05,231989,"Cx pipiens","female","CO2",22,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.244238287284,38.7182353806043
"161","AGENCY",524818,2015,2015-09-11,114959,"Cx tarsalis","female","GRVD",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.327043733508,38.7941550160278
"162","AGENCY",492224,2015,2015-06-05,102958,"Cx pipiens","female","CO2",12,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.268598733057,38.7258064881466
"163","AGENCY",522827,2015,2015-09-05,231979,"Cx pipiens","female","GRVD",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.233662220516,38.7863393655103
"164","AGENCY",490730,2015,2015-05-25,242968,"Cx pipiens","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.129192399517,38.8016253330404
"165","AGENCY",530305,2015,2015-09-17,2,"Cx tarsalis","female","CO2",32,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.102026304905,38.7384291051314
"166","AGENCY",511798,2015,2015-07-31,102957,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.344264820298,38.7191939294089
"167","AGENCY",526791,2015,2015-09-18,231989,"Cx tarsalis","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.342381652626,38.7326559440376
"168","AGENCY",495980,2015,2015-06-15,142963,"Cx pipiens","female","CO2",30,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.312468453181,38.8696182059707
"169","AGENCY",494764,2015,2015-06-12,221983,"Cx pipiens","female","GRVD",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.172687349754,38.725415652806
"170","AGENCY",496734,2015,2015-06-19,115953,"Cx tarsalis","female","CO2",39,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.330261275869,38.7955852654233
"171","AGENCY",511168,2015,2015-07-27,213971,"Cx pipiens","female","GRVD",4,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.141398201595,38.7646599488838
"172","AGENCY",526128,2015,2015-09-14,241964,"Cx tarsalis","female","CO2",23,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.202798050777,38.8331935150434
"173","AGENCY",513390,2015,2015-07-10,177,"Cx pipiens","female","GRVD",9,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.093134667012,38.7307124434011
"174","AGENCY",491329,2015,2015-05-30,232969,"Cx pipiens","female","GRVD",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.183554546244,38.7927130778744
"175","AGENCY",512860,2015,2015-08-03,124967,"Cx pipiens","female","GRVD",11,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.325165331051,38.7592741558397
"176","AGENCY",496624,2015,2015-06-19,212968,"Cx pipiens","female","GRVD",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.168731985843,38.7801486461914
"177","AGENCY",530969,2015,2015-10-02,201957,"Cx pipiens","female","GRVD",20,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.261913954475,38.8238140041321
"178","AGENCY",496632,2015,2015-06-19,212960,"Cx pipiens","female","GRVD",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.269594721378,38.8133011783235
"179","AGENCY",522140,2015,2015-08-30,242964,"Cx tarsalis","female","CO2",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.272198128468,38.8200557075101
"180","AGENCY",488466,2015,2015-05-15,113952,"Cx pipiens","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.274409228812,38.7713230272213
"181","AGENCY",526378,2015,2015-09-12,158,"Cx pipiens","female","GRVD",7,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.213388425555,38.6763926776282
"182","AGENCY",523705,2015,2015-09-07,253962,"Cx pipiens","female","GRVD",4,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.225905680964,38.7349430193791
"183","AGENCY",526318,2015,2015-09-10,174,"Cx pipiens","female","GRVD",8,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.132354752522,38.8018812322227
"184","AGENCY",523772,2015,2015-09-07,232992,"Cx tarsalis","female","CO2",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.29759547085,38.7925101651641
"185","AGENCY",506510,2015,2015-07-17,233009,"Cx pipiens","female","CO2",11,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.249786738979,38.7073170877526
"186","AGENCY",526156,2015,2015-09-14,213971,"Cx tarsalis","female","CO2",12,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.25614927636,38.8583308565984
"187","AGENCY",512870,2015,2015-08-03,124975,"Cx pipiens","female","CO2",3,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.094573715471,38.7947285032797
"188","AGENCY",514395,2015,2015-08-07,202957,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.234930425072,38.7787812595505
"189","AGENCY",492004,2015,2015-06-05,231963,"Cx pipiens","female","GRVD",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.27559867439,38.717727363079
"190","AGENCY",513569,2015,2015-07-26,172,"Cx pipiens","female","GRVD",39,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.101651444745,38.7878261903724
"191","AGENCY",513333,2015,2015-07-03,24,"Cx tarsalis","female","CO2",100,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.151472413559,38.7368253414474
"192","AGENCY",529013,2015,2015-09-25,201957,"Cx tarsalis","female","CO2",6,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.255546710722,38.7168754964137
"193","AGENCY",530138,2015,2015-09-28,253962,"Cx pipiens","female","CO2",30,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.224418853688,38.801360250939
"194","AGENCY",497616,2015,2015-06-21,231990,"Cx tarsalis","female","CO2",6,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.196201516597,38.7213080061179
"195","AGENCY",518885,2015,2015-08-21,135958,"Cx tarsalis","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.104045753466,38.7869142851865
"196","AGENCY",527776,2015,2015-09-20,232992,"Cx pipiens","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.09833624696,38.7333139997707
"197","AGENCY",523479,2015,2015-09-06,49,"Cx pipiens","female","CO2",32,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.12974357195,38.8298274967558
"198","AGENCY",518269,2015,2015-08-17,134963,"Cx pipiens","female","GRVD",7,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.075190898148,38.7559374182795
"199","AGENCY",506606,2015,2015-07-17,203971,"Cx pipiens","female","CO2",9,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.177896620882,38.8300409324095
"200","AGENCY",517904,2015,2015-08-16,234952,"Cx tarsalis","female","CO2",10,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.235759255531,38.6821650743367
"201","AGENCY",513147,2015,2015-06-19,13,"Cx tarsalis","female","CO2",36,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.257778255412,38.8079926463128
"202","AGENCY",547690,2015,2015-11-09,222010,"Cx pipiens","female","GRVD",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.180037304377,38.7095661022069
"203","AGENCY",516064,2015,2015-08-10,146964,"Cx tarsalis","female","CO2",20,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.264052732064,38.7333596690428
"204","AGENCY",488451,2015,2015-05-15,232960,"Cx pipiens","female","CO2",23,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.106758674746,38.7244364031129
"205","AGENCY",508199,2015,2015-07-20,270958,"Cx pipiens","female","CO2",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.196067001119,38.7331024744545
"206","AGENCY",516088,2015,2015-08-10,244953,"Cx tarsalis","female","GRVD",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.324268646344,38.869005744878
"207","AGENCY",498820,2015,2015-06-26,145953,"Cx tarsalis","female","CO2",13,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.278709386329,38.7060010991693
"208","AGENCY",516076,2015,2015-08-10,124964,"Cx tarsalis","female","GRVD",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.228164983786,38.7433165666381
"209","AGENCY",492108,2015,2015-06-05,144964,"Cx pipiens","female","CO2",13,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.20251007841,38.8510184388467
"210","AGENCY",494714,2015,2015-06-12,232966,"Cx tarsalis","female","GRVD",12,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.301104691719,38.744046940318
"211","AGENCY",488416,2015,2015-05-15,221983,"Cx pipiens","female","CO2",7,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.328173659412,38.7630719080907
"212","AGENCY",526162,2015,2015-09-14,244977,"Cx tarsalis","female","CO2",15,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.244431759093,38.8403804237859
"213","AGENCY",510809,2015,2015-07-26,222010,"Cx pipiens","female","GRVD",17,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.347811052057,38.7488315268812
"214","AGENCY",494163,2015,2015-06-08,223954,"Cx pipiens","female","CO2",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.240701185263,38.7594252994869
"215","AGENCY",511778,2015,2015-07-31,124953,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.229246517185,38.7737843520038
"216","AGENCY",531496,2015,2015-10-01,167,"Cx pipiens","female","GRVD",6,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.325958823083,38.7649057259736
"217","AGENCY",492241,2015,2015-06-05,233040,"Cx pipiens","female","GRVD",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.283065149728,38.6942753931686
"218","AGENCY",528990,2015,2015-09-25,144964,"Cx pipiens","female","GRVD",5,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.258154577708,38.837119748728
"219","AGENCY",488980,2015,2015-05-17,270958,"Cx tarsalis","female","CO2",7,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.119139636487,38.7815870025886
"220","AGENCY",506029,2015,2015-07-13,135961,"Cx pipiens","female","GRVD",2,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.241516340374,38.7946491673195
"221","AGENCY",496014,2015,2015-06-15,213971,"Cx pipiens","female","CO2",18,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.105153705337,38.8047256173255
"222","AGENCY",494120,2015,2015-06-07,242977,"Cx pipiens","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.250774807569,38.8282537890999
"223","AGENCY",520877,2015,2015-08-28,232966,"Cx pipiens","female","CO2",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.174042877662,38.796153912479
"224","AGENCY",503234,2015,2015-07-05,242967,"Cx pipiens","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.08128546913,38.7566768665186
"225","AGENCY",520186,2015,2015-08-24,135959,"Cx tarsalis","female","CO2",28,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.309820970534,38.8607283530605
"226","AGENCY",514304,2015,2015-08-07,222985,"Cx tarsalis","female","CO2",20,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.273446935458,38.7315626053978
"227","AGENCY",530346,2015,2015-09-24,48,"Cx tarsalis","female","CO2",11,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.190929703316,38.7995692455682
"228","AGENCY",524806,2015,2015-09-11,102958,"Cx pipiens","female","CO2",16,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.177616765318,38.8193568357564
"229","AGENCY",497767,2015,2015-06-12,1,"Cx tarsalis","female","CO2",70,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.221792427175,38.7908760220035
"230","AGENCY",487483,2015,2015-05-08,212999,"Cx pipiens","female","GRVD",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.224974028151,38.8172655016513
"231","AGENCY",512853,2015,2015-08-03,134967,"Cx pipiens","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.167112313767,38.8321428866126
"232","AGENCY",494752,2015,2015-06-12,233964,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.278237706294,38.8517862447654
"233","AGENCY",496732,2015,2015-06-19,113952,"Cx pipiens","female","GRVD",5,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.253777219741,38.6959022695702
"234","AGENCY",519332,2015,2015-08-22,201957,"Cx tarsalis","female","CO2",7,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.1662140369,38.8267872164733
"235","AGENCY",520957,2015,2015-08-28,212960,"Cx tarsalis","female","CO2",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.290839092625,38.838907363272
"236","AGENCY",506519,2015,2015-07-17,145953,"Cx tarsalis","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.278816871576,38.8186564283691
"237","AGENCY",498095,2015,2015-06-22,134967,"Cx tarsalis","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.308009103262,38.8570150274518
"238","AGENCY",517280,2015,2015-08-07,20,"Cx tarsalis","female","CO2",100,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.278089811171,38.7552991134684
"239","AGENCY",515265,2015,2015-08-09,202986,"Cx tarsalis","female","CO2",6,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.100376025437,38.7441960215105
"240","AGENCY",499925,2015,2015-06-28,222010,"Cx pipiens","female","GRVD",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.129325663898,38.826664092572
"241","AGENCY",523644,2015,2015-09-07,241964,"Cx pipiens","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.331371448369,38.7525087826246
"242","AGENCY",489423,2015,2015-05-22,232960,"Cx pipiens","female","CO2",15,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.131466026725,38.8281426421216
"243","AGENCY",491790,2015,2015-06-01,223963,"Cx pipiens","female","GRVD",25,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.190448270347,38.8309171107296
"244","AGENCY",505785,2015,2015-07-13,233018,"Cx pipiens","female","GRVD",5,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.247647569714,38.7036060912463
"245","AGENCY",503820,2015,2015-07-06,203964,"Cx pipiens","female","GRVD",10,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.248173216706,38.7572100731454
"246","AGENCY",533900,2015,2015-10-12,204980,"Cx pipiens","female","GRVD",4,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.206564803747,38.8220143910813
"247","AGENCY",512894,2015,2015-08-03,242977,"Cx pipiens","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.318089487301,38.8011568350743
"248","AGENCY",513697,2015,2015-07-31,19,"Cx tarsalis","female","CO2",28,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.21598109001,38.8303309795037
"249","AGENCY",530375,2015,2015-09-24,12,"Cx erythrothorax","female","CO2",7,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.243067921852,38.7956285901286
